Open,High,Low,Close,Volume,NumberOfTrades,TakerBuyBaseAssetVolume,return,returnz_n,day_of_month,year,month,week_day,candlestick_pattern,candlestick_match_count,candlestick_rank,candle,date
10230.0,10425.85,9700.0,10285.1,18015.956805,201422,8782.584442,0.004648591307847338,0.004637819975389339,31,2018,1,2,CDLRICKSHAWMAN_Bull,5.0,35.0,Bull,2018-01-31
10285.1,10335.0,8750.99,9224.52,33564.764311,316020,15430.003849,-0.1031181028867002,-0.10883108990254975,1,2018,2,3,CDLBELTHOLD_Bear,1.0,63.0,Bear,2018-02-01
9224.52,9250.0,8010.02,8873.03,49971.626975,453411,23113.503584,-0.03810387965986306,-0.03884881716142667,2,2018,2,4,CDLHAMMER_Bull,1.0,65.0,Bull,2018-02-02
8873.03,9473.01,8229.0,9199.96,28725.000735,327519,14182.838146,0.03684536173099806,0.03618279732835513,3,2018,2,5,NO_PATTERN,0.0,0.0,No,2018-02-03
9199.96,9368.0,7930.0,8184.81,32014.308449,356134,13805.29579,-0.11034287105596097,-0.1169191388606565,4,2018,2,6,CDLLONGLINE_Bear,1.0,105.0,Bear,2018-02-04
8179.99,8382.8,6625.0,6939.99,63403.182579,533510,29857.35839,-0.15208905276970397,-0.1649796637633145,5,2018,2,0,NO_PATTERN,0.0,0.0,No,2018-02-05
6939.63,7878.0,6000.01,7652.14,100201.500307,785996,49565.020794,0.10261542163605442,0.0976850136855151,6,2018,2,1,NO_PATTERN,0.0,0.0,No,2018-02-06
7655.02,8476.0,7150.01,7599.0,60778.460497,514893,30084.836266,-0.006944462594777434,-0.006968687593351903,7,2018,2,2,CDLRICKSHAWMAN_Bull,5.0,35.0,Bull,2018-02-07
7599.0,7844.0,7572.09,7784.02,1521.537318,12417,844.258813,0.02434794051848943,0.024056254565828366,8,2018,2,3,CDLSHORTLINE_Bull,1.0,106.0,Bull,2018-02-08
7789.9,8738.0,7789.9,8683.92,20482.910825,273091,10404.040792,0.11560864437655605,0.10940012537559372,9,2018,2,4,CDLBELTHOLD_Bull,5.0,62.0,Bull,2018-02-09
8683.93,9065.78,8120.0,8533.98,49381.512653,537578,24506.723294,-0.01726639582124212,-0.017417198432916687,10,2018,2,5,CDLHIGHWAVE_Bear,2.0,67.0,Bear,2018-02-10
8533.99,8549.0,7726.53,8063.88,45025.187952,524626,23180.34192,-0.05508566928912417,-0.05666101093024384,11,2018,2,6,NO_PATTERN,0.0,0.0,No,2018-02-11
8063.82,8989.0,8053.0,8903.0,41987.85049,477660,20916.949742,0.10405908818087561,0.09899346832562467,12,2018,2,0,CDLBELTHOLD_Bull,5.0,62.0,Bull,2018-02-12
8903.0,8950.0,8351.0,8539.9,35454.972956,401893,16558.45568,-0.040784005391441114,-0.04163900046148712,13,2018,2,1,CDLSHORTLINE_Bear,1.0,106.0,Bear,2018-02-13
8535.17,9489.6,8533.0,9449.99,40811.952867,514897,20508.463444,0.1065691635733439,0.1012643851739862,14,2018,2,2,CDLBELTHOLD_Bull,6.0,62.0,Bull,2018-02-14
9449.98,10219.5,9301.5,10000.09,52427.596715,608349,25805.098892,0.05821170181132462,0.056580409649512595,15,2018,2,3,CDL3OUTSIDE_Bull,2.0,34.0,Bull,2018-02-15
10000.89,10323.37,9666.0,10159.98,38161.205974,405310,18313.004466,0.01598885610029499,0.015862380690915286,16,2018,2,4,CDLADVANCEBLOCK_Bear,2.0,54.0,Bear,2018-02-16
10156.07,11075.07,10050.0,11039.55,41882.108407,413585,21147.624789,0.08657202081106452,0.08302780550417584,17,2018,2,5,CDLCLOSINGMARUBOZU_Bull,2.0,70.0,Bull,2018-02-17
11039.55,11274.0,10080.0,10383.43,61137.380728,537534,29593.863774,-0.05943358198477289,-0.061273012835288285,18,2018,2,6,NO_PATTERN,0.0,0.0,No,2018-02-18
10375.01,11250.0,10270.33,11153.0,40831.417131,366882,20619.877129,0.07411520085366785,0.07149725369905101,19,2018,2,0,CDLENGULFING_Bull,2.0,84.0,Bull,2018-02-19
11147.11,11786.01,11100.59,11200.99,48153.354288,432197,24211.49181,0.004302878149376799,0.00429364723937341,20,2018,2,1,CDL3OUTSIDE_Bull,5.0,34.0,Bull,2018-02-20
11195.07,11304.03,10200.0,10437.6,68113.818754,542340,32338.074002,-0.0681537971197188,-0.07058749628237194,21,2018,2,2,NO_PATTERN,0.0,0.0,No,2018-02-21
10439.02,10933.44,9679.0,9811.04,67060.166483,506273,33029.297624,-0.06002912546945649,-0.0619063887400933,22,2018,2,3,CDLHIKKAKE_Bear,1.0,83.0,Bear,2018-02-22
9815.55,10435.0,9570.19,10131.04,57202.70237,467480,28031.011368,0.03261631794386721,0.03209569611200183,23,2018,2,4,CDLHARAMI_Bull,1.0,38.0,Bull,2018-02-23
10131.04,10496.97,9352.0,9694.51,40888.156299,337918,18646.870961,-0.043088369999526255,-0.0440442324402057,24,2018,2,5,NO_PATTERN,0.0,0.0,No,2018-02-24
9694.51,9847.0,9274.8,9590.0,28373.517586,233567,13956.661533,-0.010780328247637083,-0.010838857005757338,25,2018,2,6,CDLSPINNINGTOP_Bear,1.0,73.0,Bear,2018-02-25
9590.0,10444.32,9350.0,10324.0,34878.292756,285276,17045.768706,0.07653806047966638,0.07375039296102064,26,2018,2,0,NO_PATTERN,0.0,0.0,No,2018-02-26
10321.0,10870.0,10121.0,10569.04,30705.385123,240542,15187.083738,0.02373498643936478,0.0234576908169124,27,2018,2,1,NO_PATTERN,0.0,0.0,No,2018-02-27
10584.33,11098.0,10300.0,10326.76,30800.983782,277886,14412.84633,-0.022923557863344324,-0.023190388304420374,28,2018,2,2,NO_PATTERN,0.0,0.0,No,2018-02-28
10325.64,11060.41,10240.0,10920.0,25092.55393,230428,12785.4045,0.05744686620004713,0.05585738594789953,1,2018,3,3,CDLBELTHOLD_Bull,3.0,62.0,Bull,2018-03-01
10923.36,11200.0,10770.0,11039.0,23910.71009,211691,11893.333632,0.010897435897435859,0.010838486719455614,2,2018,3,4,CDL3OUTSIDE_Bull,3.0,34.0,Bull,2018-03-02
11038.99,11544.0,11015.01,11464.48,21287.15328,190444,10842.682784,0.03854334631760126,0.0378191028154963,3,2018,3,5,CDLBELTHOLD_Bull,4.0,62.0,Bull,2018-03-03
11464.47,11565.0,11050.02,11515.0,17295.918653,168359,8197.401595,0.004406654292213874,0.004396973420937615,4,2018,3,6,CDLLONGLEGGEDDOJI_Bull,5.0,37.0,Bull,2018-03-04
11515.0,11710.0,11415.01,11454.0,15144.231063,164318,7668.823714,-0.005297438124185816,-0.005311519300982928,5,2018,3,0,CDLLONGLEGGEDDOJI_Bull,4.0,37.0,Bull,2018-03-05
11455.0,11455.0,10555.48,10716.48,29515.572363,250306,13482.297196,-0.06438973284442118,-0.06655627045932556,6,2018,3,1,CDLBELTHOLD_Bear,2.0,63.0,Bear,2018-03-06
10716.48,10899.0,9389.31,9910.0,50647.67108,396721,24022.451231,-0.07525605422676096,-0.07823839517044331,7,2018,3,2,NO_PATTERN,0.0,0.0,No,2018-03-07
9910.0,10099.0,9060.0,9271.64,41109.473226,336514,20257.455838,-0.06441574167507569,-0.06658406963285031,8,2018,3,3,NO_PATTERN,0.0,0.0,No,2018-03-08
9267.07,9410.0,8329.0,9227.0,64112.291407,462712,31166.414848,-0.004814682192147202,-0.004826310112627507,9,2018,3,4,CDLLONGLEGGEDDOJI_Bull,5.0,37.0,Bull,2018-03-09
9230.0,9490.0,8667.07,8770.22,37180.012857,288066,17639.827276,-0.049504714425056995,-0.05077207700814944,10,2018,3,5,NO_PATTERN,0.0,0.0,No,2018-03-10
8770.22,9740.0,8450.0,9533.57,44325.973386,333367,21150.206944,0.08703886561568597,0.08345736243611354,11,2018,3,6,NO_PATTERN,0.0,0.0,No,2018-03-11
9533.57,9888.88,8780.0,9131.34,42230.77793,336642,19369.697756,-0.04219091064522518,-0.043106801293249175,12,2018,3,0,NO_PATTERN,0.0,0.0,No,2018-03-12
9131.34,9474.0,8823.0,9150.0,40191.409358,342734,19856.457047,0.002043511686127042,0.002041426556296274,13,2018,3,1,CDLRICKSHAWMAN_Bull,5.0,35.0,Bull,2018-03-13
9151.92,9333.78,7900.28,8170.0,49708.094108,399127,22883.329725,-0.10710382513661199,-0.1132849704155184,14,2018,3,2,CDLHIKKAKE_Bull,2.0,85.0,Bull,2018-03-14
8184.01,8430.0,7650.0,8240.98,52291.022277,400529,26414.160251,0.00868788249694008,0.0086503600164496,15,2018,3,3,CDLRICKSHAWMAN_Bull,7.0,35.0,Bull,2018-03-15
8240.98,8611.64,7900.0,8260.0,38815.409893,255807,20049.433993,0.0023079779346630858,0.0023053186445256128,16,2018,3,4,CDLRICKSHAWMAN_Bull,5.0,35.0,Bull,2018-03-16
8260.0,8348.62,7721.99,7824.8,33110.206329,292041,15677.257361,-0.052687651331719154,-0.05412641053874062,17,2018,3,5,CDLSEPARATINGLINES_Bear,5.0,40.0,Bear,2018-03-17
7824.01,8317.4,7322.0,8189.99,59488.231711,423336,28216.510794,0.04667084142725697,0.04561449986886557,18,2018,3,6,NO_PATTERN,0.0,0.0,No,2018-03-18
8189.0,8705.23,8088.4,8600.0,55297.084942,360414,27263.324764,0.05006233218843992,0.048849526396450536,19,2018,3,0,CDLLONGLINE_Bull,1.0,105.0,Bull,2018-03-19
8595.01,9050.0,8280.0,8909.98,44865.105835,298261,22849.035238,0.036044186046511495,0.03540979355182516,20,2018,3,1,NO_PATTERN,0.0,0.0,No,2018-03-20
8909.96,9177.01,8750.6,8885.0,39972.405371,293696,19047.486799,-0.0028035977634067732,-0.002807535204672574,21,2018,3,2,CDLRICKSHAWMAN_Bull,5.0,35.0,Bull,2018-03-21
8884.82,9100.0,8465.1,8722.9,40617.556809,276449,19567.563618,-0.01824423185143509,-0.01841271016713497,22,2018,3,3,CDLSPINNINGTOP_Bear,1.0,73.0,Bear,2018-03-22
8720.0,8909.0,8269.0,8898.03,39991.007666,278571,20106.789387,0.020077038599548347,0.01987815248285389,23,2018,3,4,CDLENGULFING_Bull,1.0,84.0,Bull,2018-03-23
8898.04,8999.95,8491.0,8546.86,35466.609572,270300,17302.10809,-0.03946603911202817,-0.04026593988898665,24,2018,3,5,CDLCLOSINGMARUBOZU_Bear,3.0,43.0,Bear,2018-03-24
8531.25,8669.85,8365.77,8470.15,29001.769316,215660,14379.264362,-0.008975225989427793,-0.00901574596303241,25,2018,3,6,CDLRICKSHAWMAN_Bull,7.0,35.0,Bull,2018-03-25
8470.14,8514.89,7831.0,8134.23,44033.59566,310462,20957.25692,-0.039659274038830516,-0.04046713461426167,26,2018,3,0,CDLBELTHOLD_Bear,1.0,63.0,Bear,2018-03-26
8134.22,8215.94,7730.0,7795.51,37427.64805,266540,18462.382105,-0.041641310855483504,-0.042533156531052586,27,2018,3,1,CDLLONGLINE_Bear,1.0,105.0,Bear,2018-03-27
7795.51,8109.0,7728.0,7949.3,26401.33167,183620,13685.417143,0.01972802292601772,0.019535947550118275,28,2018,3,2,CDLSHORTLINE_Bull,1.0,106.0,Bull,2018-03-28
7949.3,7975.0,6941.11,7090.14,54620.915125,359537,24584.811548,-0.10807995672574944,-0.11437878800473697,29,2018,3,3,CDLBELTHOLD_Bear,2.0,63.0,Bear,2018-03-29
7090.16,7292.43,6600.1,6840.23,65306.031976,400057,31944.390579,-0.03524754095123661,-0.03588372967026073,30,2018,3,4,NO_PATTERN,0.0,0.0,No,2018-03-30
6840.24,7223.36,6777.0,6923.91,36868.539087,240293,19086.033607,0.012233506768047242,0.012159282162465812,31,2018,3,5,NO_PATTERN,0.0,0.0,No,2018-03-31
6922.0,7049.98,6430.0,6813.01,44071.430463,260942,21899.30066,-0.016016961514519923,-0.016146619389951777,1,2018,4,6,CDLSPINNINGTOP_Bear,2.0,73.0,Bear,2018-04-01
6813.01,7125.0,6765.0,7056.0,32123.560072,206780,16365.683591,0.035665586869827015,0.03504429913185516,2,2018,4,0,CDLSHORTLINE_Bull,1.0,106.0,Bull,2018-04-02
7063.97,7520.0,7011.01,7405.21,37787.331811,248143,19218.850485,0.04949121315192739,0.04830548782990234,3,2018,4,1,CDLBELTHOLD_Bull,3.0,62.0,Bull,2018-04-03
7405.21,7427.52,6707.0,6796.1,42227.183804,277249,20299.402203,-0.08225425072347703,-0.08583488829500112,4,2018,4,2,CDLBELTHOLD_Bear,2.0,63.0,Bear,2018-04-04
6796.1,6902.0,6566.69,6770.76,39029.73146,238476,18991.102712,-0.0037286090551934548,-0.0037355776454287993,5,2018,4,3,CDLMATCHINGLOW_Bull,6.0,7.0,Bull,2018-04-05
6770.0,6850.0,6500.0,6601.39,27455.01192,162456,13778.063462,-0.02501491708464043,-0.025333107675319738,6,2018,4,4,CDLSHORTLINE_Bear,1.0,106.0,Bear,2018-04-06
6601.39,7070.0,6586.28,6895.8,32269.578267,178577,16460.736226,0.0445981831099207,0.043632297701987996,7,2018,4,5,CDLBELTHOLD_Bull,1.0,62.0,Bull,2018-04-07
6895.81,7109.13,6880.0,7018.0,21427.673165,152461,11211.615946,0.01772093158154231,0.017565746540392356,8,2018,4,6,CDLSHORTLINE_Bull,1.0,106.0,Bull,2018-04-08
7011.04,7185.0,6611.0,6782.72,34078.297206,212669,17046.428596,-0.03352522086064402,-0.03410007571887251,9,2018,4,0,CDLEVENINGSTAR_Bear,2.0,4.0,Bear,2018-04-09
6781.55,6890.0,6656.0,6843.9,22326.728095,147755,11456.447936,0.009019980184940435,0.008979543142650856,10,2018,4,1,NO_PATTERN,0.0,0.0,No,2018-04-10
6839.56,6990.0,6787.0,6953.79,23997.871177,155607,12530.65891,0.016056634375136936,0.015929090097948514,11,2018,4,2,CDLHIKKAKE_Bear,2.0,83.0,Bear,2018-04-11
6953.78,8012.23,6743.2,7923.0,64861.595987,404588,33198.867785,0.1393786697613819,0.1304830873003545,12,2018,4,3,NO_PATTERN,0.0,0.0,No,2018-04-12
7922.99,8233.39,7732.0,7877.41,55044.523148,351905,27485.083044,-0.005754133535277095,-0.005770752343539542,13,2018,4,4,CDLRICKSHAWMAN_Bull,7.0,35.0,Bull,2018-04-13
7877.48,8186.0,7810.0,7999.01,31621.286357,194500,16283.466045,0.015436545768215737,0.015318614382607587,14,2018,4,5,NO_PATTERN,0.0,0.0,No,2018-04-14
8004.0,8429.54,7999.02,8355.0,27946.720444,181778,14619.464101,0.044504257401853486,0.043542378025184125,15,2018,4,6,CDLBELTHOLD_Bull,3.0,62.0,Bull,2018-04-15
8355.07,8419.0,7867.0,8064.92,36664.069715,226748,17912.938455,-0.034719329742669,-0.035336369924218125,16,2018,4,0,NO_PATTERN,0.0,0.0,No,2018-04-16
8064.92,8173.7,7825.4,7885.02,32152.603567,221228,15662.79502,-0.022306482891336743,-0.022559035249717883,17,2018,4,1,CDLSHORTLINE_Bear,1.0,106.0,Bear,2018-04-17
7890.96,8236.43,7868.0,8173.0,26969.04457,183472,14559.152289,0.03652241845930626,0.03587128166057163,18,2018,4,2,CDLBELTHOLD_Bull,2.0,62.0,Bull,2018-04-18
8173.99,8296.0,8080.0,8278.0,27113.847464,196821,13747.595928,0.012847179738162184,0.012765354792547949,19,2018,4,3,CDLSHORTLINE_Bull,1.0,106.0,Bull,2018-04-19
8273.84,8930.0,8177.09,8856.98,39795.337485,289687,21087.903673,0.06994201497946362,0.06760445539741863,20,2018,4,4,CDLLONGLINE_Bull,1.0,105.0,Bull,2018-04-20
8852.12,9035.0,8565.0,8915.31,40872.229909,295374,21145.842391,0.006585766254411762,0.006564174841321903,21,2018,4,5,CDLSPINNINGTOP_Bull,1.0,69.0,Bull,2018-04-21
8915.31,9020.67,8727.68,8787.02,29458.25348,229871,14937.899116,-0.014389852960805527,-0.014494390964487373,22,2018,4,6,CDLSHORTLINE_Bear,1.0,106.0,Bear,2018-04-22
8785.7,8985.0,8745.0,8934.01,25838.114709,190944,13246.605059,0.016728083013353823,0.01658970964796054,23,2018,4,0,CDLENGULFING_Bull,2.0,84.0,Bull,2018-04-23
8934.0,9731.01,8922.0,9619.99,46268.790106,326608,24784.71044,0.07678298994516464,0.07397788292728111,24,2018,4,1,CDL3OUTSIDE_Bull,3.0,34.0,Bull,2018-04-24
9618.96,9759.82,8730.0,8869.99,81110.037589,477363,38824.013806,-0.077962659004843,-0.08116955625089858,25,2018,4,2,NO_PATTERN,0.0,0.0,No,2018-04-25
8869.99,9307.48,8651.62,9266.0,43300.304245,285850,22640.669137,0.04464604807897188,0.04367811806931989,26,2018,4,3,CDLCLOSINGMARUBOZU_Bull,1.0,70.0,Bull,2018-04-26
9267.03,9395.0,8889.0,8915.35,37241.347036,268471,18517.604275,-0.03784265055039926,-0.038577276775288154,27,2018,4,4,CDLCLOSINGMARUBOZU_Bear,1.0,43.0,Bear,2018-04-27
8915.35,9427.48,8870.0,9348.0,34759.62842,257288,18251.631451,0.04852866124156652,0.047387906457443105,28,2018,4,5,CDLBELTHOLD_Bull,2.0,62.0,Bull,2018-04-28
9348.0,9570.51,9163.74,9419.0,38149.850035,311494,19364.945182,0.0075952075310226075,0.0075665091640684835,29,2018,4,6,CDLHIGHWAVE_Bull,2.0,67.0,Bull,2018-04-29
9417.04,9458.64,9124.99,9246.01,35002.033875,285951,17461.189029,-0.018366068584775408,-0.018536818726453352,30,2018,4,0,NO_PATTERN,0.0,0.0,No,2018-04-30
9246.01,9248.99,8800.49,9071.48,41018.463633,268741,20050.167844,-0.018876250404228467,-0.019056680995625856,1,2018,5,1,CDLHAMMER_Bull,1.0,65.0,Bull,2018-05-01
9071.48,9268.0,8970.2,9247.84,26123.543961,188258,13960.455528,0.01944114962497867,0.01925458462369398,2,2018,5,2,NO_PATTERN,0.0,0.0,No,2018-05-02
9247.81,9844.0,9168.4,9750.0,38768.388288,282581,21093.140343,0.05430024740912476,0.05287727426746115,3,2018,5,3,CDLLONGLINE_Bull,1.0,105.0,Bull,2018-05-03
9750.0,9830.04,9520.85,9713.99,28681.588879,210165,14779.499554,-0.0036933333333333263,-0.003700170528775011,4,2018,5,4,CDLRICKSHAWMAN_Bull,5.0,35.0,Bull,2018-05-04
9714.0,10020.0,9682.0,9864.0,24990.018345,212076,13011.844293,0.015442675975577469,0.015324651381062362,5,2018,5,5,CDLHIKKAKE_Bear,1.0,83.0,Bear,2018-05-05
9863.99,9970.0,9417.03,9659.01,27690.351559,229309,13297.506959,-0.020781630170316312,-0.02100060736155858,6,2018,5,6,NO_PATTERN,0.0,0.0,No,2018-05-06
9661.02,9689.67,9181.0,9365.0,33787.640012,230754,15818.0488,-0.030438937323804427,-0.03091182260443279,7,2018,5,0,CDLBELTHOLD_Bear,2.0,63.0,Bear,2018-05-07
9365.0,9475.7,9060.54,9187.56,25533.831889,189159,13086.547467,-0.018947143619861273,-0.019128940766176317,8,2018,5,1,NO_PATTERN,0.0,0.0,No,2018-05-08
9178.0,9390.0,8965.0,9310.0,25673.524899,192337,13597.268159,0.013326715689475854,0.013238696159100179,9,2018,5,2,NO_PATTERN,0.0,0.0,No,2018-05-09
9310.0,9395.12,8970.0,9002.2,25055.063718,221075,12548.13816,-0.03306122448979587,-0.03362009937998716,10,2018,5,3,CDLCLOSINGMARUBOZU_Bear,2.0,43.0,Bear,2018-05-10
9002.21,9016.8,8341.0,8400.0,48227.048061,365538,22767.458667,-0.06689475905889675,-0.0692372860597206,11,2018,5,4,CDLBELTHOLD_Bear,2.0,63.0,Bear,2018-05-11
8405.94,8646.88,8153.0,8465.94,40241.32081,310305,19545.974195,0.007850000000000135,0.007819349052131747,12,2018,5,5,CDLHARAMI_Bull,3.0,38.0,Bull,2018-05-12
8475.44,8763.36,8298.0,8679.71,25632.869362,215590,12797.047912,0.025250592373676106,0.02493706307447925,13,2018,5,6,NO_PATTERN,0.0,0.0,No,2018-05-13
8679.71,8879.99,8277.0,8663.34,37389.666533,292731,18408.055641,-0.0018860077122391239,-0.0018877884641445746,14,2018,5,0,CDLRICKSHAWMAN_Bull,5.0,35.0,Bull,2018-05-14
8663.37,8859.99,8401.3,8462.0,28126.956136,360379,13977.497647,-0.02324045922242457,-0.023514777213858397,15,2018,5,1,NO_PATTERN,0.0,0.0,No,2018-05-15
8462.0,8488.0,8083.01,8330.0,31130.718908,300842,15627.101368,-0.015599149137319746,-0.01572209611912437,16,2018,5,2,CDLHAMMER_Bull,2.0,65.0,Bull,2018-05-16
8330.0,8464.0,7979.0,8041.46,25439.844799,310780,12489.264499,-0.03463865546218492,-0.03525279743391407,17,2018,5,3,CDLLONGLINE_Bear,1.0,105.0,Bear,2018-05-17
8038.82,8273.21,7911.9,8239.81,23476.158251,183913,12352.9627,0.024665918875428128,0.024366626658270284,18,2018,5,4,CDLSHORTLINE_Bull,1.0,106.0,Bull,2018-05-18
8238.01,8390.8,8095.73,8233.49,17193.424276,134185,8731.948551,-0.0007670079771256999,-0.0007673022782413454,19,2018,5,5,CDLRICKSHAWMAN_Bull,5.0,35.0,Bull,2018-05-19
8233.49,8609.0,8163.9,8526.98,19957.057109,161265,10632.450955,0.03564588042251815,0.03502527114150157,20,2018,5,6,CDLLONGLINE_Bull,1.0,105.0,Bull,2018-05-20
8526.97,8595.31,8305.0,8381.24,21516.596486,184158,10738.686399,-0.017091631503768023,-0.01723937935867626,21,2018,5,0,CDLHARAMI_Bear,2.0,72.0,Bear,2018-05-21
8386.89,8400.18,7935.11,7977.11,23710.902858,192154,11801.527076,-0.04821840205029326,-0.04941968442854542,22,2018,5,1,CDLCLOSINGMARUBOZU_Bear,6.0,43.0,Bear,2018-05-22
7977.12,8031.9,7425.0,7501.95,42910.666774,306812,20890.889274,-0.05956543159114014,-0.061413203731023915,23,2018,5,2,CDLLONGLINE_Bear,1.0,105.0,Bear,2018-05-23
7501.95,7730.73,7266.99,7575.01,37845.446595,253694,19012.981252,0.009738801245009698,0.009691684778452453,24,2018,5,3,CDLHIGHWAVE_Bull,2.0,67.0,Bull,2018-05-24
7578.99,7649.55,7308.15,7457.0,26739.95664,239025,13830.870235,-0.015578857321640549,-0.015701482964916948,25,2018,5,4,CDLENGULFING_Bear,1.0,91.0,Bear,2018-05-25
